dates,loc_id,prd_id,actuals_qty,prd_price,currency_id
1/7/2023,10010,LKUQW1,108,10,1
1/7/2023,10011,LKUQW1,1422,10,1
1/7/2023,10001,LKUQW2,198,"7,5",1
1/7/2023,10002,LKUQW2,180,"7,5",1
1/7/2023,10003,LKUQW2,342,"7,5",1
1/7/2023,10004,LKUQW2,90,"7,5",1
1/7/2023,10005,LKUQW2,1602,"7,5",1
1/7/2023,10006,LKUQW2,108,"7,5",1
1/7/2023,10007,LKUQW2,1080,"7,5",1
1/7/2023,10008,LKUQW2,54,"7,5",1
1/7/2023,10009,LKUQW2,1062,"7,5",1
1/7/2023,10010,LKUQW2,180,"7,5",1
1/7/2023,10011,LKUQW2,918,"7,5",1
1/7/2023,10001,ZDSGJ1,126,18,1
1/7/2023,10002,ZDSGJ1,144,18,1
1/7/2023,10003,ZDSGJ1,90,18,1
1/7/2023,10004,ZDSGJ1,144,18,1
1/7/2023,10005,ZDSGJ1,1098,18,1
1/7/2023,10006,ZDSGJ1,162,18,1
1/7/2023,10007,ZDSGJ1,1224,18,1
1/7/2023,10008,ZDSGJ1,36,18,1
1/7/2023,10009,ZDSGJ1,126,18,1
1/7/2023,10010,ZDSGJ1,18,18,1
1/7/2023,10011,ZDSGJ1,288,18,1
1/7/2023,10001,ZDSGJ2,684,"12,5",1
1/7/2023,10002,ZDSGJ2,234,"12,5",1
1/7/2023,10003,ZDSGJ2,198,"12,5",1
1/7/2023,10004,ZDSGJ2,234,"12,5",1
1/7/2023,10005,ZDSGJ2,270,"12,5",1
1/7/2023,10006,ZDSGJ2,1296,"12,5",1
1/7/2023,10007,ZDSGJ2,252,"12,5",1
1/7/2023,10008,ZDSGJ2,90,"12,5",1
1/7/2023,10009,ZDSGJ2,144,"12,5",1
1/7/2023,10010,ZDSGJ2,54,"12,5",1
1/7/2023,10011,ZDSGJ2,738,"12,5",1
1/7/2023,10001,ZDSGJ3,162,"5,5",1
1/7/2023,10002,ZDSGJ3,108,"5,5",1
1/7/2023,10003,ZDSGJ3,1170,"5,5",1
1/7/2023,10004,ZDSGJ3,72,"5,5",1
1/7/2023,10005,ZDSGJ3,108,"5,5",1
1/7/2023,10006,ZDSGJ3,36,"5,5",1
1/7/2023,10007,ZDSGJ3,216,"5,5",1
1/7/2023,10008,ZDSGJ3,846,"5,5",1
1/7/2023,10009,ZDSGJ3,90,"5,5",1
1/7/2023,10010,ZDSGJ3,756,"5,5",1
1/7/2023,10011,ZDSGJ3,126,"5,5",1
1/7/2023,10001,ZDSGJ4,648,6,1
1/7/2023,10002,ZDSGJ4,36,6,1
1/7/2023,10003,ZDSGJ4,702,6,1
1/7/2023,10004,ZDSGJ4,162,6,1
1/7/2023,10005,ZDSGJ4,918,6,1
1/7/2023,10006,ZDSGJ4,288,6,1
1/7/2023,10007,ZDSGJ4,1548,6,1
1/7/2023,10008,ZDSGJ4,1080,6,1
1/7/2023,10009,ZDSGJ4,4860,6,1
1/7/2023,10010,ZDSGJ4,972,6,1
1/7/2023,10011,ZDSGJ4,5940,6,1
1/7/2023,10001,VBFGT1,432,12,1
1/7/2023,10002,VBFGT1,5940,12,1
1/7/2023,10003,VBFGT1,432,12,1
1/7/2023,10004,VBFGT1,5076,12,1
1/7/2023,10005,VBFGT1,324,12,1
1/7/2023,10006,VBFGT1,6048,12,1
1/7/2023,10007,VBFGT1,2268,12,1
1/7/2023,10008,VBFGT1,4968,12,1
1/7/2023,10009,VBFGT1,648,12,1
1/7/2023,10010,VBFGT1,540,12,1
1/7/2023,10011,VBFGT1,324,12,1
1/7/2023,10001,VBFGT2,864,18,1
1/7/2023,10002,VBFGT2,972,18,1
1/7/2023,10003,VBFGT2,324,18,1
1/7/2023,10004,VBFGT2,864,18,1
1/7/2023,10005,VBFGT2,108,18,1
1/7/2023,10006,VBFGT2,324,18,1
1/7/2023,10007,VBFGT2,1188,18,1
1/7/2023,10008,VBFGT2,216,18,1
1/7/2023,10009,VBFGT2,756,18,1
1/7/2023,10010,VBFGT2,324,18,1
1/7/2023,10011,VBFGT2,324,18,1
1/7/2023,10001,SQFCJ1,5940,"8,5",1
1/7/2023,10002,SQFCJ1,864,"8,5",1
1/7/2023,10003,SQFCJ1,6588,"8,5",1
1/7/2023,10004,SQFCJ1,972,"8,5",1
1/7/2023,10005,SQFCJ1,5076,"8,5",1
1/7/2023,10006,SQFCJ1,1080,"8,5",1
1/7/2023,10007,SQFCJ1,5616,"8,5",1
1/7/2023,10008,SQFCJ1,432,"8,5",1
1/7/2023,10009,SQFCJ1,216,"8,5",1
1/7/2023,10010,SQFCJ1,7452,"8,5",1
1/7/2023,10011,SQFCJ1,432,"8,5",1
1/7/2023,10001,SQFCJ2,972,"5,5",1
1/7/2023,10002,SQFCJ2,864,"5,5",1
1/7/2023,10003,SQFCJ2,8856,"5,5",1
1/7/2023,10004,SQFCJ2,1404,"5,5",1
1/7/2023,10005,SQFCJ2,5400,"5,5",1
1/7/2023,10006,SQFCJ2,324,"5,5",1
1/7/2023,10007,SQFCJ2,7452,"5,5",1
1/7/2023,10008,SQFCJ2,1296,"5,5",1
1/7/2023,10009,SQFCJ2,8100,"5,5",1
1/7/2023,10010,SQFCJ2,756,"5,5",1
1/7/2023,10011,SQFCJ2,7992,"5,5",1
1/7/2023,10001,SQFCJ3,1296,12,1
1/7/2023,10002,SQFCJ3,864,12,1
1/7/2023,10003,SQFCJ3,2376,12,1
1/7/2023,10004,SQFCJ3,1188,12,1
1/7/2023,10005,SQFCJ3,9396,12,1
1/7/2023,10006,SQFCJ3,756,12,1
1/7/2023,10007,SQFCJ3,7344,12,1
1/7/2023,10008,SQFCJ3,216,12,1
1/7/2023,10009,SQFCJ3,6912,12,1
1/7/2023,10010,SQFCJ3,1404,12,1
1/7/2023,10011,SQFCJ3,6372,12,1
1/7/2023,10001,SQFCJ4,648,18,1
1/7/2023,10002,SQFCJ4,1944,18,1
1/7/2023,10003,SQFCJ4,648,18,1
1/7/2023,10004,SQFCJ4,540,18,1
1/7/2023,10005,SQFCJ4,8100,18,1
1/7/2023,10006,SQFCJ4,1512,18,1
1/7/2023,10007,SQFCJ4,5184,18,1
1/7/2023,10008,SQFCJ4,324,18,1
1/7/2023,10009,SQFCJ4,5724,18,1
1/7/2023,10010,SQFCJ4,1188,18,1
1/7/2023,10011,SQFCJ4,5832,18,1
1/7/2023,10001,CVINS1,648,"8,5",1
1/7/2023,10002,CVINS1,432,"8,5",1
1/7/2023,10003,CVINS1,1188,"8,5",1
1/7/2023,10004,CVINS1,540,"8,5",1
1/7/2023,10005,CVINS1,3672,"8,5",1
1/7/2023,10006,CVINS1,648,"8,5",1
1/7/2023,10007,CVINS1,756,"8,5",1
1/7/2023,10008,CVINS1,6912,"8,5",1
1/7/2023,10009,CVINS1,540,"8,5",1
1/7/2023,10010,CVINS1,540,"8,5",1
1/7/2023,10011,CVINS1,324,"8,5",1
1/7/2023,10001,CVINS2,1512,"6,5",1
1/7/2023,10002,CVINS2,6048,"6,5",1
1/7/2023,10003,CVINS2,540,"6,5",1
1/7/2023,10004,CVINS2,864,"6,5",1
1/7/2023,10005,CVINS2,648,"6,5",1
1/7/2023,10006,CVINS2,1836,"6,5",1
1/7/2023,10007,CVINS2,6372,"6,5",1
1/7/2023,10008,CVINS2,648,"6,5",1
1/7/2023,10009,CVINS2,540,"6,5",1
1/7/2023,10010,CVINS2,1620,"6,5",1
1/7/2023,10011,CVINS2,432,"6,5",1
1/7/2023,10001,SEASON1,1944,5,1
1/7/2023,10002,SEASON1,432,5,1
1/7/2023,10003,SEASON1,1836,5,1
1/7/2023,10004,SEASON1,108,5,1
1/7/2023,10005,SEASON1,1404,5,1
1/7/2023,10006,SEASON1,216,5,1
1/7/2023,10007,SEASON1,1404,5,1
1/7/2023,10008,SEASON1,1476,5,1
1/7/2023,10009,SEASON1,1548,5,1
1/7/2023,10010,SEASON1,1476,5,1
1/7/2023,10011,SEASON1,1548,5,1
1/7/2023,10001,SEASON2,1728,4,1
1/7/2023,10002,SEASON2,504,4,1
1/7/2023,10003,SEASON2,1728,4,1
1/7/2023,10004,SEASON2,1836,4,1
1/7/2023,10005,SEASON2,1476,4,1
1/7/2023,10006,SEASON2,1548,4,1
1/7/2023,10007,SEASON2,1512,4,1
1/7/2023,10008,SEASON2,1368,4,1
1/7/2023,10009,SEASON2,1836,4,1
1/7/2023,10010,SEASON2,1908,4,1
1/7/2023,10011,SEASON2,1836,4,1
1/7/2023,10001,SEASON3,2124,10,1
1/7/2023,10002,SEASON3,1584,10,1
1/7/2023,10003,SEASON3,1728,10,1
1/7/2023,10004,SEASON3,1836,10,1
1/7/2023,10005,SEASON3,1476,10,1
1/7/2023,10006,SEASON3,1836,10,1
1/7/2023,10007,SEASON3,1584,10,1
1/7/2023,10008,SEASON3,1512,10,1
1/7/2023,10009,SEASON3,1836,10,1
1/7/2023,10010,SEASON3,1476,10,1
1/7/2023,10011,SEASON3,1836,10,1
1/7/2023,10001,SEASON4,1476,6,1
1/7/2023,10002,SEASON4,1476,6,1
1/7/2023,10003,SEASON4,1548,6,1
1/7/2023,10004,SEASON4,2196,6,1
1/7/2023,10005,SEASON4,3168,6,1
1/7/2023,10006,SEASON4,3492,6,1
1/7/2023,10007,SEASON4,1944,6,1
1/7/2023,10008,SEASON4,1980,6,1
1/7/2023,10009,SEASON4,3600,6,1
1/7/2023,10010,SEASON4,1872,6,1
1/7/2023,10011,SEASON4,2304,6,1
1/14/2023,10001,VSHJX3,2232,2,1
1/14/2023,10002,VSHJX3,2736,2,1
1/14/2023,10003,VSHJX3,2988,2,1
1/14/2023,10004,VSHJX3,1980,2,1
1/14/2023,10005,VSHJX3,3564,2,1
1/14/2023,10006,VSHJX3,3420,2,1
1/14/2023,10007,VSHJX3,3312,2,1
1/14/2023,10008,VSHJX3,3132,2,1
1/14/2023,10009,VSHJX3,3492,2,1
1/14/2023,10010,VSHJX3,2916,2,1
1/14/2023,10011,VSHJX3,3204,2,1
1/14/2023,10001,VSHJX4,2880,"2,9",1
1/14/2023,10002,VSHJX4,2232,"2,9",1
1/14/2023,10003,VSHJX4,2844,"2,9",1
1/14/2023,10004,VSHJX4,2556,"2,9",1
1/14/2023,10005,VSHJX4,2988,"2,9",1
1/14/2023,10006,VSHJX4,2484,"2,9",1
1/14/2023,10007,VSHJX4,2988,"2,9",1
1/14/2023,10008,VSHJX4,2628,"2,9",1
1/14/2023,10009,VSHJX4,2520,"2,9",1
1/14/2023,10010,VSHJX4,3132,"2,9",1
1/14/2023,10011,VSHJX4,3096,"2,9",1
1/14/2023,10001,BNFJY5,2340,"2,5",1
1/14/2023,10002,BNFJY5,2448,"2,5",1
1/14/2023,10003,BNFJY5,3528,"2,5",1
1/14/2023,10004,BNFJY5,2844,"2,5",1
1/14/2023,10005,BNFJY5,1980,"2,5",1
1/14/2023,10006,BNFJY5,3492,"2,5",1
1/14/2023,10007,BNFJY5,3600,"2,5",1
1/14/2023,10008,BNFJY5,2124,"2,5",1
1/14/2023,10009,BNFJY5,1872,"2,5",1
1/14/2023,10010,BNFJY5,2304,"2,5",1
1/14/2023,10011,BNFJY5,45,"2,5",1
1/14/2023,10001,ERKYE7,99,"2,9",1
1/14/2023,10002,ERKYE7,135,"2,9",1
1/14/2023,10003,ERKYE7,90,"2,9",1
1/14/2023,10004,ERKYE7,54,"2,9",1
1/14/2023,10005,ERKYE7,54,"2,9",1
1/14/2023,10006,ERKYE7,108,"2,9",1
1/14/2023,10007,ERKYE7,54,"2,9",1
1/14/2023,10008,ERKYE7,18,"2,9",1
1/14/2023,10009,ERKYE7,729,"2,9",1
1/14/2023,10010,ERKYE7,360,"2,9",1
1/14/2023,10011,ERKYE7,657,"2,9",1
1/14/2023,10001,LKUQW1,450,10,1
1/14/2023,10002,LKUQW1,81,10,1
1/14/2023,10003,LKUQW1,54,10,1
1/14/2023,10004,LKUQW1,36,10,1
1/14/2023,10005,LKUQW1,54,10,1
1/14/2023,10006,LKUQW1,144,10,1
1/14/2023,10007,LKUQW1,108,10,1
1/14/2023,10008,LKUQW1,36,10,1
1/14/2023,10009,LKUQW1,36,10,1
1/14/2023,10010,LKUQW1,81,10,1
1/14/2023,10011,LKUQW1,72,10,1
1/14/2023,10001,LKUQW2,72,"7,5",1
1/14/2023,10002,LKUQW2,72,"7,5",1
1/14/2023,10003,LKUQW2,90,"7,5",1
1/14/2023,10004,LKUQW2,72,"7,5",1
1/14/2023,10005,LKUQW2,9,"7,5",1
1/14/2023,10006,LKUQW2,36,"7,5",1
1/14/2023,10007,LKUQW2,711,"7,5",1
1/14/2023,10008,LKUQW2,441,"7,5",1
1/14/2023,10009,LKUQW2,468,"7,5",1
1/14/2023,10010,LKUQW2,594,"7,5",1
1/14/2023,10011,LKUQW2,27,"7,5",1
1/14/2023,10001,ZDSGJ1,72,18,1
1/14/2023,10002,ZDSGJ1,45,18,1
1/14/2023,10003,ZDSGJ1,36,18,1
1/14/2023,10004,ZDSGJ1,108,18,1
1/14/2023,10005,ZDSGJ1,72,18,1
1/14/2023,10006,ZDSGJ1,36,18,1
1/14/2023,10007,ZDSGJ1,9,18,1
1/14/2023,10008,ZDSGJ1,99,18,1
1/14/2023,10009,ZDSGJ1,144,18,1
1/14/2023,10010,ZDSGJ1,63,18,1
1/14/2023,10011,ZDSGJ1,45,18,1
1/14/2023,10001,ZDSGJ2,54,"12,5",1
1/14/2023,10002,ZDSGJ2,135,"12,5",1
1/14/2023,10003,ZDSGJ2,0,"12,5",1
1/14/2023,10004,ZDSGJ2,99,"12,5",1
1/14/2023,10005,ZDSGJ2,774,"12,5",1
1/14/2023,10006,ZDSGJ2,450,"12,5",1
1/14/2023,10007,ZDSGJ2,504,"12,5",1
1/14/2023,10008,ZDSGJ2,450,"12,5",1
1/14/2023,10009,ZDSGJ2,90,"12,5",1
1/14/2023,10010,ZDSGJ2,99,"12,5",1
1/14/2023,10011,ZDSGJ2,54,"12,5",1
1/14/2023,10001,ZDSGJ3,45,"5,5",1
1/14/2023,10002,ZDSGJ3,99,"5,5",1
1/14/2023,10003,ZDSGJ3,72,"5,5",1
1/14/2023,10004,ZDSGJ3,36,"5,5",1
1/14/2023,10005,ZDSGJ3,27,"5,5",1
1/14/2023,10006,ZDSGJ3,117,"5,5",1
1/14/2023,10007,ZDSGJ3,81,"5,5",1
1/14/2023,10008,ZDSGJ3,54,"5,5",1
1/14/2023,10009,ZDSGJ3,9,"5,5",1
1/14/2023,10010,ZDSGJ3,54,"5,5",1
1/14/2023,10011,ZDSGJ3,162,"5,5",1
1/14/2023,10001,ZDSGJ4,27,6,1
1/14/2023,10002,ZDSGJ4,54,6,1
1/14/2023,10003,ZDSGJ4,657,6,1
1/14/2023,10004,ZDSGJ4,549,6,1
1/14/2023,10005,ZDSGJ4,396,6,1
1/14/2023,10006,ZDSGJ4,495,6,1
1/14/2023,10007,ZDSGJ4,72,6,1
1/14/2023,10008,ZDSGJ4,54,6,1
1/14/2023,10009,ZDSGJ4,45,6,1
1/14/2023,10010,ZDSGJ4,36,6,1
1/14/2023,10011,ZDSGJ4,153,6,1
1/14/2023,10001,VBFGT1,99,12,1
1/14/2023,10002,VBFGT1,63,12,1
1/14/2023,10003,VBFGT1,18,12,1
1/14/2023,10004,VBFGT1,81,12,1
1/14/2023,10005,VBFGT1,54,12,1
1/14/2023,10006,VBFGT1,45,12,1
1/14/2023,10007,VBFGT1,9,12,1
1/14/2023,10008,VBFGT1,99,12,1
1/14/2023,10009,VBFGT1,72,12,1
1/14/2023,10010,VBFGT1,9,12,1
1/14/2023,10011,VBFGT1,9,12,1
1/14/2023,10001,VBFGT2,630,18,1
1/14/2023,10002,VBFGT2,531,18,1
1/14/2023,10003,VBFGT2,540,18,1
1/14/2023,10004,VBFGT2,459,18,1
1/14/2023,10005,VBFGT2,63,18,1
1/14/2023,10006,VBFGT2,54,18,1
1/14/2023,10007,VBFGT2,18,18,1
1/14/2023,10008,VBFGT2,45,18,1
1/14/2023,10009,VBFGT2,108,18,1
1/14/2023,10010,VBFGT2,81,18,1
1/14/2023,10011,VBFGT2,54,18,1
1/14/2023,10001,SQFCJ1,9,"8,5",1
1/14/2023,10002,SQFCJ1,54,"8,5",1
1/14/2023,10003,SQFCJ1,63,"8,5",1
1/14/2023,10004,SQFCJ1,36,"8,5",1
1/14/2023,10005,SQFCJ1,36,"8,5",1
1/14/2023,10006,SQFCJ1,45,"8,5",1
1/14/2023,10007,SQFCJ1,108,"8,5",1
1/14/2023,10008,SQFCJ1,522,"8,5",1
1/14/2023,10009,SQFCJ1,378,"8,5",1
1/14/2023,10010,SQFCJ1,630,"8,5",1
1/14/2023,10011,SQFCJ1,378,"8,5",1
1/14/2023,10001,SQFCJ2,81,"5,5",1
1/14/2023,10002,SQFCJ2,54,"5,5",1
1/14/2023,10003,SQFCJ2,63,"5,5",1
1/14/2023,10004,SQFCJ2,54,"5,5",1
1/14/2023,10005,SQFCJ2,153,"5,5",1
1/14/2023,10006,SQFCJ2,135,"5,5",1
1/14/2023,10007,SQFCJ2,18,"5,5",1
1/14/2023,10008,SQFCJ2,27,"5,5",1
1/14/2023,10009,SQFCJ2,54,"5,5",1
1/14/2023,10010,SQFCJ2,90,"5,5",1
1/14/2023,10011,SQFCJ2,45,"5,5",1
1/14/2023,10001,SQFCJ3,54,12,1
1/14/2023,10002,SQFCJ3,81,12,1
1/14/2023,10003,SQFCJ3,153,12,1
1/14/2023,10004,SQFCJ3,531,12,1
1/14/2023,10005,SQFCJ3,486,12,1
1/14/2023,10006,SQFCJ3,477,12,1
1/14/2023,10007,SQFCJ3,414,12,1
1/14/2023,10008,SQFCJ3,81,12,1
1/14/2023,10009,SQFCJ3,108,12,1
1/14/2023,10010,SQFCJ3,45,12,1
1/14/2023,10011,SQFCJ3,90,12,1
1/14/2023,10001,SQFCJ4,90,18,1
1/14/2023,10002,SQFCJ4,81,18,1
1/14/2023,10003,SQFCJ4,36,18,1
1/14/2023,10004,SQFCJ4,45,18,1
1/14/2023,10005,SQFCJ4,90,18,1
1/14/2023,10006,SQFCJ4,72,18,1
1/14/2023,10007,SQFCJ4,72,18,1
1/14/2023,10008,SQFCJ4,36,18,1
1/14/2023,10009,SQFCJ4,45,18,1
1/14/2023,10010,SQFCJ4,72,18,1
1/14/2023,10011,SQFCJ4,585,18,1
1/14/2023,10001,CVINS1,432,"8,5",1
1/14/2023,10002,CVINS1,603,"8,5",1
1/14/2023,10003,CVINS1,387,"8,5",1
1/14/2023,10004,CVINS1,90,"8,5",1
1/14/2023,10005,CVINS1,108,"8,5",1
1/14/2023,10006,CVINS1,18,"8,5",1
1/14/2023,10007,CVINS1,72,"8,5",1
1/14/2023,10008,CVINS1,72,"8,5",1
1/14/2023,10009,CVINS1,90,"8,5",1
1/14/2023,10010,CVINS1,18,"8,5",1
1/14/2023,10011,CVINS1,18,"8,5",1
1/14/2023,10001,CVINS2,45,"6,5",1
1/14/2023,10002,CVINS2,117,"6,5",1
1/14/2023,10003,CVINS2,27,"6,5",1
1/14/2023,10004,CVINS2,18,"6,5",1
1/14/2023,10005,CVINS2,144,"6,5",1
1/14/2023,10006,CVINS2,90,"6,5",1
1/14/2023,10007,CVINS2,612,"6,5",1
1/14/2023,10008,CVINS2,513,"6,5",1
1/14/2023,10009,CVINS2,774,"6,5",1
1/14/2023,10010,CVINS2,441,"6,5",1
1/14/2023,10011,CVINS2,585,"6,5",1
1/14/2023,10001,SEASON1,585,5,1
1/14/2023,10002,SEASON1,495,5,1
1/14/2023,10003,SEASON1,756,5,1
1/14/2023,10004,SEASON1,477,5,1
1/14/2023,10005,SEASON1,189,5,1
1/14/2023,10006,SEASON1,45,5,1
1/14/2023,10007,SEASON1,54,5,1
1/14/2023,10008,SEASON1,18,5,1
1/14/2023,10009,SEASON1,54,5,1
1/14/2023,10010,SEASON1,108,5,1
1/14/2023,10011,SEASON1,126,5,1
1/14/2023,10001,SEASON2,36,4,1
1/14/2023,10002,SEASON2,9,4,1
1/14/2023,10003,SEASON2,99,4,1
1/14/2023,10004,SEASON2,117,4,1
1/14/2023,10005,SEASON2,108,4,1
1/14/2023,10006,SEASON2,18,4,1
1/14/2023,10007,SEASON2,108,4,1
1/14/2023,10008,SEASON2,90,4,1
1/14/2023,10009,SEASON2,756,4,1
1/14/2023,10010,SEASON2,432,4,1
1/14/2023,10011,SEASON2,675,4,1
1/14/2023,10001,SEASON3,549,10,1
1/14/2023,10002,SEASON3,522,10,1
1/14/2023,10003,SEASON3,486,10,1
1/14/2023,10004,SEASON3,594,10,1
1/14/2023,10005,SEASON3,738,10,1
1/14/2023,10006,SEASON3,549,10,1
1/14/2023,10007,SEASON3,90,10,1
1/14/2023,10008,SEASON3,117,10,1
1/14/2023,10009,SEASON3,99,10,1
1/14/2023,10010,SEASON3,72,10,1
1/14/2023,10011,SEASON3,90,10,1
1/14/2023,10001,SEASON4,126,6,1
1/14/2023,10002,SEASON4,108,6,1
1/14/2023,10003,SEASON4,45,6,1
1/14/2023,10004,SEASON4,45,6,1
1/14/2023,10005,SEASON4,63,6,1
1/14/2023,10006,SEASON4,135,6,1
1/14/2023,10007,SEASON4,63,6,1
1/14/2023,10008,SEASON4,36,6,1
1/14/2023,10009,SEASON4,117,6,1
1/14/2023,10010,SEASON4,108,6,1
1/14/2023,10011,SEASON4,585,6,1
1/21/2023,10001,VSHJX3,504,2,1
1/21/2023,10002,VSHJX3,711,2,1
1/21/2023,10003,VSHJX3,567,2,1
1/21/2023,10004,VSHJX3,567,2,1
1/21/2023,10005,VSHJX3,558,2,1
1/21/2023,10006,VSHJX3,342,2,1
1/21/2023,10007,VSHJX3,774,2,1
1/21/2023,10008,VSHJX3,531,2,1
1/21/2023,10009,VSHJX3,180,2,1
1/21/2023,10010,VSHJX3,108,2,1
1/21/2023,10011,VSHJX3,90,2,1
1/21/2023,10001,VSHJX4,45,"2,9",1
1/21/2023,10002,VSHJX4,72,"2,9",1
1/21/2023,10003,VSHJX4,108,"2,9",1
1/21/2023,10004,VSHJX4,99,"2,9",1
1/21/2023,10005,VSHJX4,36,"2,9",1
1/21/2023,10006,VSHJX4,27,"2,9",1
1/21/2023,10007,VSHJX4,27,"2,9",1
1/21/2023,10008,VSHJX4,135,"2,9",1
1/21/2023,10009,VSHJX4,54,"2,9",1
1/21/2023,10010,VSHJX4,45,"2,9",1
1/21/2023,10011,VSHJX4,126,"2,9",1
1/21/2023,10001,BNFJY5,81,"2,5",1
1/21/2023,10002,BNFJY5,675,"2,5",1
1/21/2023,10003,BNFJY5,585,"2,5",1
1/21/2023,10004,BNFJY5,729,"2,5",1
1/21/2023,10005,BNFJY5,495,"2,5",1
1/21/2023,10006,BNFJY5,621,"2,5",1
1/21/2023,10007,BNFJY5,603,"2,5",1
1/21/2023,10008,BNFJY5,558,"2,5",1
1/21/2023,10009,BNFJY5,1008,"2,5",1
1/21/2023,10010,BNFJY5,513,"2,5",1
1/21/2023,10011,BNFJY5,99,"2,5",1
1/21/2023,10001,ERKYE7,99,"2,9",1
1/21/2023,10002,ERKYE7,45,"2,9",1
1/21/2023,10003,ERKYE7,54,"2,9",1
1/21/2023,10004,ERKYE7,45,"2,9",1
1/21/2023,10005,ERKYE7,126,"2,9",1
1/21/2023,10006,ERKYE7,108,"2,9",1
1/21/2023,10007,ERKYE7,36,"2,9",1
1/21/2023,10008,ERKYE7,27,"2,9",1
1/21/2023,10009,ERKYE7,90,"2,9",1
1/21/2023,10010,ERKYE7,162,"2,9",1
1/21/2023,10011,ERKYE7,90,"2,9",1
1/21/2023,10001,LKUQW1,54,10,1
1/21/2023,10002,LKUQW1,90,10,1
1/21/2023,10003,LKUQW1,135,10,1
1/21/2023,10004,LKUQW1,702,10,1
1/21/2023,10005,LKUQW1,432,10,1
1/21/2023,10006,LKUQW1,684,10,1
1/21/2023,10007,LKUQW1,432,10,1
1/21/2023,10008,LKUQW1,630,10,1
1/21/2023,10009,LKUQW1,558,10,1
1/21/2023,10010,LKUQW1,468,10,1
1/21/2023,10011,LKUQW1,792,10,1
1/21/2023,10001,LKUQW2,585,"7,5",1
1/21/2023,10002,LKUQW2,126,"7,5",1
1/21/2023,10003,LKUQW2,81,"7,5",1
1/21/2023,10004,LKUQW2,63,"7,5",1
1/21/2023,10005,LKUQW2,27,"7,5",1
1/21/2023,10006,LKUQW2,54,"7,5",1
1/21/2023,10007,LKUQW2,117,"7,5",1
1/21/2023,10008,LKUQW2,90,"7,5",1
1/21/2023,10009,LKUQW2,36,"7,5",1
1/21/2023,10010,LKUQW2,27,"7,5",1
1/21/2023,10011,LKUQW2,63,"7,5",1
1/21/2023,10001,ZDSGJ1,135,18,1
1/21/2023,10002,ZDSGJ1,72,18,1
1/21/2023,10003,ZDSGJ1,45,18,1
1/21/2023,10004,ZDSGJ1,54,18,1
1/21/2023,10005,ZDSGJ1,108,18,1
1/21/2023,10006,ZDSGJ1,630,18,1
1/21/2023,10007,ZDSGJ1,675,18,1
1/21/2023,10008,ZDSGJ1,729,18,1
1/21/2023,10009,ZDSGJ1,432,18,1
